titles,links
破解SiC、GaN栅极动态测试难题的魔法棒,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044634&idx=3&sn=ae7fb12fd6cb6c46f4ba7d8d88d9efc5&chksm=bd7192128a061b046dfafe814c50dc6ee177cd71cd6b073d7ff0e5dc46c52b37546af71ef6cf#rd
祝贺！这所高校电气校友张工当选直辖市市长！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044583&idx=1&sn=07e79b67ec637d080f2e44bdaffaae41&chksm=bd7193ef8a061af9a96b9ec26c9344032f58540d2adeeb24a0a1fc5300d531740ecf7eb60aec#rd
周末和2位电气的学长学姐吃饭,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044583&idx=2&sn=d1433ff85ba0d7dc7828180515c0b6e5&chksm=bd7193ef8a061af91ca9642114d739ab220c91be3fed68c801b4ad503487e8f3b634f30148fa#rd
?增速大幅放缓，中国伺服市场概述（2021、2022）,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044583&idx=3&sn=14d50d1f25f7849b55352826b213e8e5&chksm=bd7193ef8a061af91b7e65f5be8bb67e775dcfe557feb19b8831e5f28edf0c41fad6a991031f#rd
速看，2022年电气领域省杰青项目立项名单！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044537&idx=1&sn=b6ad3977443447d80f6cfdae5413c283&chksm=bd7193b18a061aa7960eef02ca9b165a208337ca51e0506d7d431c3835796140f7d58678f501#rd
?祝贺，电气领域新增一名院士！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044537&idx=2&sn=4e70f7bc99f10aa36c034ecd87b24fb1&chksm=bd7193b18a061aa780bf2ad7558f84db8b5f9330b131430aa4457b7d3d1ec61ef4e3db049688#rd
配电变压器改造 “造”出一座林,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044537&idx=3&sn=166afaebd3b8188aa76a0d9d30af14ac&chksm=bd7193b18a061aa7fe911c614162ca3814bc002aa230b1e73a338f6890c6d7d5a1d46928c98c#rd
EI检索 | 第十届电工技术前沿问题学术论坛征文通知（第二轮）,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044499&idx=1&sn=78f4e441ebcb13479d69520d10b6c318&chksm=bd71939b8a061a8dadbe63f380f2541d5e8230d454ade40e5b709d91971aa248565c08807cb7#rd
山东大学电气学院部分杰出校友简介,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044499&idx=2&sn=d8e2b4a538918723e65133da73df65c2&chksm=bd71939b8a061a8d3adc50b996b4285163240a000adf40fe3457418850e76b17bb1af36afcff#rd
面向未来的新一代电动汽车充电方案,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044499&idx=3&sn=0efdb1dac97a931fc257257e5e7c2636&chksm=bd71939b8a061a8dbaa5f9691c12f48ddfe4c29802cd5f30292e13c6f9593e5bfe73747735f8#rd
?福禄克全新明星万用表15B MAX & 17B MAX重磅发布！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044458&idx=1&sn=552deb14e8b5c73eb6f9e89d6b636243&chksm=bd7193628a061a74deb7a316f9da9f2f13b71410400ab72f037159db413c1656335e9c7e9dad#rd
祝贺，8+8！这些专家学者增选为中国电机工程学会会士(CSEE Fellow),http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044458&idx=2&sn=bdb628ebe8811249642d831d19ad3e5e&chksm=bd7193628a061a74a4889545489193f6ae16a802368f5827041b9e8f2b0bba67df2931bfde4f#rd
SF6全封闭组合电器设计,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044458&idx=3&sn=ccc93a1372003eaecbecd00b0e227386&chksm=bd7193628a061a74c249150344e1365b7b0b844f0d00a49eb77e15c46b8c2989d3531cc427b3#rd
最新！12所高校通过电气类专业认证，进入全球工程教育“第一方阵”！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044341&idx=1&sn=fc8a2fe957a7616ec7a7add92b8994d1&chksm=bd7190fd8a0619ebb7966f695e42de12b84ec0fc5d4d57115f116f3b9a335d255f8fa8e7def2#rd
祝贺！华中科技大学潘垣院士获科学技术突出贡献奖！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044341&idx=2&sn=80e5de4d75a208832d749d1e73a6d5fb&chksm=bd7190fd8a0619eb5ca73be4586f7f6f5ed6af5d899548900646dbd4e9f23f4ac5b23be84cef#rd
多能源电力系统互补协调和优化运行研究,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044341&idx=3&sn=5480dce117a790b822a68eb7db62f001&chksm=bd7190fd8a0619eb014d3a48a40eb26c3c05bba1186093fbe069fee1c4388aa085be6c516105#rd
?EI & SCI 检索｜第十七届中国电工技术学会学术年会第二轮征文通知,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044178&idx=1&sn=c658438781089d3c51074827d3a13fef&chksm=bd71905a8a06194c9483df7cba4c6c511110e427ce2d48c7f1b3bcfec6de53d4e05fbb4f0a39#rd
最新，这所985本硕博就业去向统计出炉！电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044178&idx=2&sn=d69530c9be3d16d79fe0b36c9604c052&chksm=bd71905a8a06194c87007260163162851ada7b13ec3b87efd6100c082ea6923426dc974dafef#rd
电力人的“奇妙术语”,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044178&idx=3&sn=1ae295d4981760e50ac45372c2d2adf8&chksm=bd71905a8a06194c7ba4ccd56b69d4810cb368f0fb8becd2708f27da77d45edcc58eaae6bde4#rd
“碳”路可持续，2022施耐德电气创新峰会开启倒计时,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044148&idx=1&sn=ebea20ded1b2b6e513904cbfb6a9bd31&chksm=bd71903c8a06192ab1ff9a2e107fa5f2178b50da3c2df99d3b969a9840bd269b89edbd858b4e#rd
祝贺！校企合作，两项成果获浙江省科学技术进步一等奖，六项二等奖！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044148&idx=2&sn=4f30af23bfe63c9c39d70d00f3de8f27&chksm=bd71903c8a06192acb7f67ca43d0c79a380ab28839abb52f69fe007b4513d6e52486f4f8ea5f#rd
基于暂态能量流的电力系统振荡分析,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044148&idx=3&sn=232540eee4d0e2f38e8f3ef7f657d8b4&chksm=bd71903c8a06192a4a4fc13e76d633028b9ba51c2a13fb3e513538ab0907ee40eee65f2beef9#rd
?从电网辞职后的一些建议,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044120&idx=1&sn=8e8efc0895bd562788254a817edae3f4&chksm=bd7190108a061906ddbac61fe6c5ee7bf7345a2987219b8e901589f4c55b5867bdcf2532b36b#rd
?创多项第一！打破国际垄断！交大这个团队，跨越领跑！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044120&idx=2&sn=0f1e174aef07a7ebe52c0e99ba62afa0&chksm=bd7190108a0619067e1cc5c64a6b94f5a3c87dfea8f50b9fcbe5137c644a2588b008670fa7c6#rd
基于现场可编程门阵列的智能配电站安防巡检系统设计与实现,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044120&idx=3&sn=e8950ce714c4c342e15e07d1851b6917&chksm=bd7190108a061906cd03340172576134df37c057940581200407d780b80841c7f7dd4158761b#rd
【7、8月SCIE/EI-JA/EI-CA会议集锦】ER期刊、IEEE技术支持会议，多主题征稿中！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044083&idx=1&sn=90f48040ae89e9c17ebb422dfa29d17a&chksm=bd7191fb8a0618ed48bc2013c5aa0c7c1632f931e0a60f349834dd0e1dea7945626e78b65db5#rd
新型电力系统，你们说的都对，但是......,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044083&idx=2&sn=048b546db75c7f0a182e013392ad2ea6&chksm=bd7191fb8a0618eddfe6aa2bfa7199f3b6640d1790badf8261c6ce3e7b85164b14b68f539854#rd
?什么叫均压环？在建筑防雷设计时，对均压环的设计有什么要求,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044083&idx=3&sn=73d5d2ec80ffc09797f80795ba69cfea&chksm=bd7191fb8a0618ed1c42ae48bfaecd7e499ffd10191f5cac24bd7b045b7187baee59dc0de403#rd
??电网体制须改革！！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044028&idx=2&sn=28577dd3430fe31212d2252537cb4bd1&chksm=bd7191b48a0618a2d144acdb129d32b81e76bb20cdb79c77c07b6caab77e9110fa99410d6fc5#rd
电压互感器停用，先停一次还是二次,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044028&idx=3&sn=9eabe536ca5054ddc28bdff7d2f25b93&chksm=bd7191b48a0618a202d05a2ebf0e93a03d6240be93da5abd4383c280a75b93fe62d39f752a5d#rd
重组！电气领域首个全国重点实验室，来啦？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044017&idx=1&sn=b69dc01e5647e94ae5169c221ca79bf8&chksm=bd7191b98a0618af97ad2c7473efd4084ada16a08ba5231b17112ee1bfb3254f6a1b9c0c4089#rd
四位！2022年电源领域“最美科技工作者”,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044017&idx=2&sn=d027ae00724bb86d09e4a2abd0f8e01f&chksm=bd7191b98a0618afa66da1b02410dbfa9ffa23c2ce60db4c0a445242d53aff588f282f92f3b1#rd
220kV断路器重合闸异常动作行为分析,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651044017&idx=3&sn=129a8ca2f12e1939c79a83020669ab3e&chksm=bd7191b98a0618af50faa9b3977ba5c203da79316e3af448babe843f27fec17e71a3010f5c48#rd
施家直流产品，如何为直流电应用驱散“乌云”？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043896&idx=1&sn=bc8963442ac5a8f3184a8e321062b8f8&chksm=bd7191308a061826cfb3793a152cc1419fd95e2646305aa8e94d1961b6efaa26f18a0c5ab42f#rd
祝贺！全球仅6人，清华、华电学子获全球电力与能源领域研究生最高荣誉！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043896&idx=2&sn=45c4a4feaa70760040014f37ddb93dab&chksm=bd7191308a061826187223b161e7f9bad132c0d31faeec7fb8a3b04301a89dfa8ef69bb0057f#rd
?电动车48伏、60伏、72伏有什么不同？性价比谁高？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043896&idx=3&sn=7ecbdd7682862f92d1dc38b946412264&chksm=bd7191308a061826782e5399b68e5ff57ffa932326b7270a4c94c0114f5a9aba39081b0a6bdc#rd
速看！电力电子Top院校2022硕博就业去向出炉！电网比例约40%，电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043852&idx=1&sn=43d0e8370e6f91466f2aed397101cfce&chksm=bd7191048a06181264b443d5bbd1f782b839798cee2a7499b453329314d71933b8568e76e713#rd
南方电网公司2022年夏季校园招聘全面启动！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043852&idx=2&sn=12bfbc81a9c65a974da33c66cca04d6c&chksm=bd7191048a061812d8acc63a0b2ce447d225459ccb3f4232abed8801465e6271c089ba3e9881#rd
电动汽车高性能电驱动技术,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043852&idx=3&sn=b95404dd434515a210e5b383b0fb503e&chksm=bd7191048a0618126e3f182fbed87de9a1ca2570d724121b63e1e655220a76e4dca23acbc7af#rd
电气能源类SCI期刊2021年影响因子快评~,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043815&idx=1&sn=f4e2d3e797c83a15edfb73b314caa82c&chksm=bd719eef8a0617f9ec0f5c96ee0dfd65d9fa523bb873719b1a0086f3c3871864d5f79e3788bf#rd
优秀，电气女孩！69门课满绩，30门课95分以上,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043815&idx=2&sn=2cfa8417142ce0af52676768633385f0&chksm=bd719eef8a0617f911aa4ed25c962906bdc7ae531b3c9b3d922776cd12b827651ed4baf1e070#rd
一文详解箱式变电站，这次讲清楚了！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043815&idx=3&sn=33427da342ab58738d53dd34c4a52a19&chksm=bd719eef8a0617f93e1e67ddce886b5f2649ddd6e0bb7f50f69a20abbd7812a576fccfd6720f#rd
电气A+名校硕博毕业去向统计出炉！电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043789&idx=1&sn=a87fc10897cb9050ab9805003f858fbb&chksm=bd719ec58a0617d398722e2b9102d458e35832b41b73252b9f500e6257d1c2a346a089b4ec7b#rd
“国家队”企业获近亿元融资，工控安全迎来风口？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043789&idx=2&sn=53d3059dcf4cfcad76bb3786d06da99a&chksm=bd719ec58a0617d3d6ed0b4940ee4b4f04fd65b199b887526dd3ac333b314faa11bc4e37b44d#rd
16平方的电缆居然带不动18.5KW的电机？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043789&idx=3&sn=1bf784ed3ab8bcfe3dedf4f1553082d3&chksm=bd719ec58a0617d3a69daeb3b22fb2160f00ccad5c3d14210691253434446f381ebaa4ecc77d#rd
清华大学电机系2022届就业去向统计出炉！电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043759&idx=1&sn=083453ecc1d87849d5bec199526753da&chksm=bd719ea78a0617b10ce41ce4b3b3b780ff176b6d2f676cb1787cba1da6aaa4d16e6e627521dd#rd
祝贺，电气领域新增一位院士！来自这所985,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043759&idx=2&sn=9af6531c2bc284be1dc23da6855cc89a&chksm=bd719ea78a0617b142292e031db4b29281f5fe32ef527eb10b078619c92aa5fb378a712ecfe8#rd
新型电力系统下二次系统的思考,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043759&idx=3&sn=ae5d33a0ae33a6b69950fdec27c80887&chksm=bd719ea78a0617b16e983183dc1e9ed74211333c93ac232d63a341741246ed4c36b752e4d1cc#rd
【安全生产】福禄克帮您筑牢安全防线之绝缘测试常见问题,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043738&idx=1&sn=92670752fefe3f7803bfc36d8f541ca1&chksm=bd719e928a0617840d311b7169009b73e8bf2a9586c1fbb7230a39974ef77cb33e162324fe7f#rd
电气工程36人入选！中国博士后科学基金第71批面上资助拟资助人员名单公示！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043738&idx=2&sn=312da434cbb126722b2f09b4f28ece65&chksm=bd719e928a0617848c47167bdf6fb6dfa71d7cd9869e40f28cf31fbe337d8b658b6b824002df#rd
我国交通电气化发展路线图及团队研究工作进展,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043738&idx=3&sn=61bd8f18db38a7698f783de674f2032e&chksm=bd719e928a061784bcb4235a9ba1ed7f3bd8d74d61608e062ff6f3708ef47b18302271d83e87#rd
祝贺，电气工程6人入选！2022年博士后创新人才资助名单公示！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043718&idx=1&sn=74d0ac9132a7beca19adfaa304f1c36d&chksm=bd719e8e8a061798f555bd5591a2ca6f239982bf2708fba72eb26eb3ca123cf3898d409bc16c#rd
国网省公司董事长、总经理等领导班子调整！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043718&idx=2&sn=1f908fad001cfb3cf4ce401d1e4e5de8&chksm=bd719e8e8a0617988fd83cdf44401b774794c59c7d08040b5a752a801afdcbb8dc1a5bbd1075#rd
图说近电作业安全距离（配电篇）,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043718&idx=3&sn=c52a88ba42bf4801b8b5cf93e7a82518&chksm=bd719e8e8a06179804bea71020564218d4ae6303f72a15f2dca4e540c5cfb16adc2129c6e70b#rd
速看，电气工程最新专业排名出炉！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043673&idx=1&sn=06c9e98f4c74af5f3d32f16cad66d11b&chksm=bd719e518a061747b9c0b1b6adc694596cde4632bf873e94689f6727e7dfd529f0fe7ad28822#rd
喜讯！两位华人电力电子专家获2022年 IEEE PELS 科技奖！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043673&idx=2&sn=1d294d218463a5d6f785782d8a99f71e&chksm=bd719e518a0617479bcd71a86011410e8f967f47c80d3a6e540d507e1e3c31ccfcf78d681a3e#rd
时空数据驱动的电力系统暂态电压稳定感知与控制,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043673&idx=3&sn=4e04d114f85a07394b12ac3666c72b80&chksm=bd719e518a061747aebe5c74fb2be9ce9ef9c3ee1cda85c92179da6dd1393194d79287615594#rd
祝贺！交大校友等2位电气领域专家当选院士！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043645&idx=1&sn=9aaf5667d3f95157b1df0cd04df8fcb4&chksm=bd719e358a0617239bcb873e41babb58dac749c25dd25f6d4d3fe405a63182aa059700ddd89c#rd
IEEE Xplore、EI检索，优秀论文推荐至IEEE TIA | CIYCEE2022国际青年会议暨研究生学术年会征稿通知,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043645&idx=2&sn=7f57cbe2d90b09d8ce3509e4ef4056b5&chksm=bd719e358a061723427ab7583e1ed5863811991c9e363b3e288ddc529bf41c2212cce6724a08#rd
小知识 | 什么是一段过流、二段过流、三段过流？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043645&idx=3&sn=68fe011699e5252f74404379b543ea77&chksm=bd719e358a061723f781e76557bdaadeea79ff4c53c6eaf55ee23449ef38faee15d3aaf16700#rd
全球首条无六氟化硫产线全揭秘，一手绝密！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043604&idx=1&sn=9a8787accc30ba1e7bf2e3b90a7c38b8&chksm=bd719e1c8a06170ac8ecbf4522882945729df797228e9655bdb2cf18dcc5b6c90259634ba6e7#rd
电气设备行业深度研究报告,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043604&idx=2&sn=50ec35dbbbc46c0e6bcdf8445fe96352&chksm=bd719e1c8a06170a431340250c061e4bcfc2c25672d68040250e11c0c56588321d80ebc8218c#rd
如何看懂电气图？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043604&idx=3&sn=2d52456d53ee00162c86c6fdbffa3f19&chksm=bd719e1c8a06170aaa67b1c43227d151826e708d69a430cd804c1b2291df4a50a0aaa714bd03#rd
祝贺，电气工程新增14个一流本科专业！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043505&idx=1&sn=94e333bf2770aca81327d966d1419695&chksm=bd719fb98a0616afa075294bbded1dad4aa64829cf65699fa85228492e5c45a921d28d89796a#rd
电网、发电集团多位领导人事变动！南网/五大发电/三峡等电力央企人事变动汇总！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043505&idx=2&sn=04509a943ade5501b97d04a85073d52f&chksm=bd719fb98a0616afd0136f6b3f4601cb581ab4d98d2ac47fc6f68b368ebc2c725cab23393678#rd
图文并茂，教你如何设计10/0.4kV变电所的接地，通俗易懂,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043505&idx=3&sn=9e353892685b1c93f6e1c563ec19ad79&chksm=bd719fb98a0616af67263f8d78dc98d62febdd138239a5d5d3a187fa9f0345b864a5d151d510#rd
收藏！想学电气工程，想进电力企业，高考志愿这样填！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043446&idx=1&sn=25aaecceb2d4f31458288df769f9e462&chksm=bd719f7e8a0616685e7108fc2cf830a6d471556af420918629ee4bca01a189bac61de8db8f8c#rd
?重磅，2022年度中国高校科技进步贡献100强出炉！前十名都是理工科Top院校！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043446&idx=2&sn=92b67ac9f35a2e33ae19a22318700460&chksm=bd719f7e8a061668f698cf00bd4a1947f7cf16e2d45abb3db10fcdff953efbaf1d4f32b3da90#rd
峰值电流模式的过流保护：逐个脉冲限流 | 开关电源,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043446&idx=3&sn=3ad325aaf4cdf8c3eda46bb4bc17eca1&chksm=bd719f7e8a061668c9a7bdc45c7973db9b6a6dfe80b4f675740a714fe88261d517db62c11b27#rd
2022“丝路”操作系统生态应用大赛火热报名中 ！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043396&idx=1&sn=c5c87863aa0d73327da0c5caf1a9ebcf&chksm=bd719f4c8a06165aaf9b0be25c9de0e189c87b53becb071cdde52fd3d27b3c38a4c04787f8cb#rd
国网高性价比的最后3个省公司2022第一批录取数据分析（十）,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043396&idx=2&sn=cf0d5a327499f9491aeef20c3ff21969&chksm=bd719f4c8a06165a6cc8c3f15ad863033194069c8ebced054b6d0a835d254b541107fbdddadb#rd
一二次融合断路器真型试验技术研究与应用,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043396&idx=3&sn=88a4a5abc474265620b2e0099b9f8c4f&chksm=bd719f4c8a06165a53de6ca14fb214015fd3fd6432b245625bad44db116de7924955e0ee83a4#rd
五大发电集团旗下上市公司员工待遇汇总，人均薪酬最高55.32万元，最低14.58万元,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043249&idx=1&sn=0a8e4100a7c1b9424aa4b9be3599d164&chksm=bd719cb98a0615aff7bd11c4f2c335cc9dc43e7d9c5b6d29f8a5c4282071c5bf9fea1404b39f#rd
超70所高校，公布新一轮“双一流”建设方案！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043249&idx=2&sn=8da1763416624826ce328d6365b39f43&chksm=bd719cb98a0615af9e9c2c14aac4078eb6527f53b07529ce886217844409e503102d604cda78#rd
高温超导导线性能衰退及寿命特性研究,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043249&idx=3&sn=7ae43cfdf97fd9692c216b1cc7b9c7c4&chksm=bd719cb98a0615afe7d917f423b198f2900dedc713903204285ab98c5f984fa9e7b6095c16f8#rd
?哈理工2022届考研保研录取情况；清华、山东大学电气夏令营通知,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043219&idx=2&sn=6de83e2abda523cc68ba0b07abe197c4&chksm=bd719c9b8a06158d7ccab341ad6df17175accf54945739b47b2e288fb5ff38cbaca4a9f0d468#rd
?电气知识：锂电池荷电状态（SOC）预测方法超详细总结,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043219&idx=3&sn=b67945dd0229c94ab3c16f8003d7cc84&chksm=bd719c9b8a06158d36ab892ea02428750ebaa7aa28a380dbd4ceb09c266196046a3be202730a#rd
这所高校电气新一轮学科评估有望冲A-！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043179&idx=1&sn=5d0845c6dfaf13a56e2b334f2b618cf4&chksm=bd719c638a06157531c9759e4b700b553b03b3e91a2064dcb331ccc370f9dd0393104c7ece8f#rd
速看！电网实习、电网应届生补充招聘来啦，报名仅剩2天！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043179&idx=2&sn=ce4f7094566a0fcfd7071e94ceec8f03&chksm=bd719c638a0615752419a0eed0f80af8df6ce670b790385937fc3a0f70fb73ce5f157ab87373#rd
技术分享：太阳能热发电技术现状和前沿动向,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043179&idx=3&sn=60a25ed7ec8fd80be4dca0c219cb3047&chksm=bd719c638a061575b3d681e7ca912643c361e9cf8e33c4e787d1e0bf844937e7d3c7d2a0d7c7#rd
祝贺！电气领域4位专家获“中国工程界的最高奖项”！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043115&idx=1&sn=dd2d15fc47db245384682addd3872a8c&chksm=bd719c238a0615356dc2b88a0dc2062e699027cece51b1f967c4979e050714fd0702edd8295b#rd
中国电力版图最新版！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043115&idx=2&sn=89df7e277ebffdb1ce364fe763c4eb3c&chksm=bd719c238a0615356d92cded0e7e4db491fc9b2bca50f5798b8a0ceb12a7a7b50c6d53879579#rd
透明电网的理论和实践,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043115&idx=3&sn=900c7d21351c66ff41c4ae8c24e23f57&chksm=bd719c238a06153571976fff02f7cd3dbe257fb8428116104eb881d76a2d6ed6dcf04213cba0#rd
?祝贺，公司上市！管理层及核心成员毕业于西安交通大学、清华大学、弗吉尼亚大学等名校电气专业,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043077&idx=1&sn=5b375731ef7a9355b91cebde85f61f43&chksm=bd719c0d8a06151b45d9156a3d4bdd4e37b9516d4db8ad78d2c0b6c0dd0455af80469ad75a0a#rd
?速看，最新电力行业平均工资披露！平均涨幅7.4%和9.2%，你拖后腿了吗？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043077&idx=2&sn=dad5301ff794e67673733dbce9189aff&chksm=bd719c0d8a06151b0dc6d4b8cfd11816e6ee9725b374cb87651b4876109a1b490af8fe109a94#rd
?高压配电室常见故障与处理,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043077&idx=3&sn=9313d2915f9385add838fb5f3e5a5e58&chksm=bd719c0d8a06151bb63c48530a354c9d6222f8f5e3ad75e11882410dbd3c7f00a07f9d5dfef3#rd
两大电网旗下上市公司员工待遇汇总，人均薪酬最高65.95万元，最低19.77万元,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651043002&idx=1&sn=1c736605bb65dbea90e7e39d47ed2f4a&chksm=bd719db28a0614a473bd341362b1cdc949f40091b215fe9f2b2baeefe5667a817deadd856c3c#rd
